Timestamp,MachineId,MachineCategory,AirTemperature_C,ProcessTemperature_C,RotationalSpeed_RPM,Torque_Nm,ToolWear_Min,FailureWithin24h,FailureType
2025-01-02 01:22:08,MCH-010,MediumDuty,24.38,43.16,1330,51.63,45.5,0,NoFailure
2025-01-02 05:47:49,MCH-010,MediumDuty,23.39,40.06,1490,42.8,46.2,0,NoFailure
2025-01-02 19:58:07,MCH-010,MediumDuty,24.99,41.18,1453,43.08,48.3,0,NoFailure
2025-01-03 04:53:02,MCH-010,MediumDuty,24.22,41.64,1354,41.37,49.9,0,NoFailure
2025-01-03 10:27:47,MCH-010,MediumDuty,23.98,41.61,1197,46.28,51.2,0,NoFailure
2025-01-03 22:43:09,MCH-010,MediumDuty,25.46,40.92,1337,31.64,53.1,0,NoFailure
2025-01-04 10:29:18,MCH-010,MediumDuty,23.35,40.05,1358,47.08,55.0,1,Random
2025-01-05 01:17:07,MCH-010,MediumDuty,24.77,40.99,1459,46.27,18.6,0,NoFailure
2025-01-05 16:55:37,MCH-010,MediumDuty,27.17,45.53,1247,46.17,21.9,0,NoFailure
2025-01-06 06:21:38,MCH-010,MediumDuty,21.53,40.86,1404,47.14,24.5,0,NoFailure
2025-01-06 21:24:07,MCH-010,MediumDuty,26.11,42.8,1657,41.02,26.0,0,NoFailure
2025-01-07 08:18:50,MCH-010,MediumDuty,24.98,37.8,1209,26.7,26.7,0,NoFailure
2025-01-07 18:11:41,MCH-010,MediumDuty,24.71,40.72,1460,43.02,28.7,0,NoFailure
2025-01-08 00:25:50,MCH-010,MediumDuty,22.71,36.31,1675,37.2,28.8,0,NoFailure
2025-01-08 10:15:54,MCH-010,MediumDuty,25.12,38.52,1526,41.93,30.0,0,NoFailure
2025-01-08 23:19:11,MCH-010,MediumDuty,26.88,40.87,1551,29.46,31.7,0,NoFailure
2025-01-09 07:11:07,MCH-010,MediumDuty,25.58,41.12,1304,34.73,32.6,0,NoFailure
2025-01-09 22:50:59,MCH-010,MediumDuty,26.87,46.37,1359,50.36,35.5,0,NoFailure
2025-01-10 08:23:48,MCH-010,MediumDuty,23.85,38.79,1556,39.67,36.4,0,NoFailure
2025-01-10 17:55:55,MCH-010,MediumDuty,23.88,38.12,1450,32.29,37.7,0,NoFailure
2025-01-10 23:39:14,MCH-010,MediumDuty,23.93,43.0,1496,45.51,39.6,0,NoFailure
2025-01-11 05:03:50,MCH-010,MediumDuty,21.86,32.28,1907,26.83,40.2,0,NoFailure
2025-01-11 19:52:13,MCH-010,MediumDuty,25.86,42.22,1297,46.08,42.9,0,NoFailure
2025-01-12 03:34:15,MCH-010,MediumDuty,24.33,35.37,1476,28.14,43.6,0,NoFailure
2025-01-12 11:07:29,MCH-010,MediumDuty,22.66,43.78,1327,52.5,45.3,0,NoFailure
2025-01-13 01:15:29,MCH-010,MediumDuty,21.61,39.67,1514,49.37,48.9,0,NoFailure
2025-01-13 14:29:58,MCH-010,MediumDuty,23.79,37.25,1546,32.45,50.4,0,NoFailure
2025-01-13 21:47:53,MCH-010,MediumDuty,25.27,40.98,1492,35.06,53.0,0,NoFailure
2025-01-14 08:52:32,MCH-010,MediumDuty,21.94,37.84,1454,38.72,54.9,0,NoFailure
2025-01-14 16:40:50,MCH-010,MediumDuty,25.6,39.91,1785,28.88,55.2,0,NoFailure
2025-01-15 05:18:05,MCH-010,MediumDuty,21.79,35.96,1765,38.53,56.8,0,NoFailure
2025-01-15 20:51:17,MCH-010,MediumDuty,25.82,42.43,1642,43.04,58.9,0,NoFailure
2025-01-16 06:09:20,MCH-010,MediumDuty,23.32,41.01,1306,44.04,60.8,0,NoFailure
2025-01-16 14:57:33,MCH-010,MediumDuty,24.32,39.9,1596,38.34,63.1,0,NoFailure
2025-01-17 03:34:49,MCH-010,MediumDuty,22.18,41.28,1350,43.3,65.6,0,NoFailure
2025-01-17 11:44:46,MCH-010,MediumDuty,21.27,34.97,1711,24.73,65.9,0,NoFailure
2025-01-18 00:44:01,MCH-010,MediumDuty,23.38,40.3,1582,44.17,67.9,0,NoFailure
2025-01-18 05:52:08,MCH-010,MediumDuty,23.89,37.58,1317,37.4,68.5,0,NoFailure
2025-01-18 16:30:57,MCH-010,MediumDuty,25.24,41.92,1671,32.74,70.4,0,NoFailure
2025-01-19 06:46:00,MCH-010,MediumDuty,21.99,36.07,1574,28.89,72.3,0,NoFailure
2025-01-19 10:53:30,MCH-010,MediumDuty,24.4,40.47,1476,38.99,73.7,0,NoFailure
2025-01-20 01:55:04,MCH-010,MediumDuty,23.28,35.56,1709,25.2,75.6,0,NoFailure
2025-01-20 15:19:04,MCH-010,MediumDuty,22.92,34.85,1810,34.07,76.7,0,NoFailure
2025-01-21 01:40:41,MCH-010,MediumDuty,22.03,37.81,1438,34.35,78.3,0,NoFailure
2025-01-21 11:18:35,MCH-010,MediumDuty,22.95,39.03,1571,42.93,80.2,0,NoFailure
2025-01-21 20:42:46,MCH-010,MediumDuty,23.74,40.66,1722,39.79,80.7,0,NoFailure
2025-01-22 11:01:13,MCH-010,MediumDuty,23.26,38.86,1343,40.36,82.9,0,NoFailure
2025-01-22 19:22:50,MCH-010,MediumDuty,23.61,40.93,1418,34.22,85.3,0,NoFailure
2025-01-23 07:35:13,MCH-010,MediumDuty,20.85,40.08,1412,46.18,87.6,0,NoFailure
2025-01-23 12:02:22,MCH-010,MediumDuty,21.82,38.35,1239,40.12,87.8,0,NoFailure
2025-01-23 23:40:33,MCH-010,MediumDuty,23.01,41.47,1646,40.92,89.7,1,Overstrain
2025-01-24 11:01:02,MCH-010,MediumDuty,22.18,35.64,1658,35.46,90.8,0,NoFailure
2025-01-25 00:59:07,MCH-010,MediumDuty,23.02,42.23,1335,54.13,94.6,1,Overstrain
2025-01-25 10:05:25,MCH-010,MediumDuty,23.2,34.99,1665,31.25,95.4,0,NoFailure
2025-01-25 17:08:20,MCH-010,MediumDuty,24.9,42.59,1680,49.65,96.7,0,NoFailure
2025-01-25 21:36:26,MCH-010,MediumDuty,23.45,42.36,1609,50.68,98.1,0,NoFailure
2025-01-26 07:31:45,MCH-010,MediumDuty,23.66,41.37,1565,47.09,100.1,0,NoFailure
2025-01-26 13:47:17,MCH-010,MediumDuty,22.09,38.05,1251,44.14,101.8,0,NoFailure
2025-01-26 23:51:48,MCH-010,MediumDuty,23.15,40.75,1535,49.1,103.7,0,NoFailure
2025-01-27 12:11:57,MCH-010,MediumDuty,23.12,44.07,1420,53.02,106.7,1,Random
2025-01-27 23:18:14,MCH-010,MediumDuty,23.82,43.2,1314,53.89,110.1,1,Overstrain
2025-01-28 11:41:33,MCH-010,MediumDuty,21.68,33.14,1697,19.05,29.7,0,NoFailure
2025-01-28 17:31:54,MCH-010,MediumDuty,22.0,32.75,1651,25.97,29.9,0,NoFailure
2025-01-28 23:38:07,MCH-010,MediumDuty,23.5,38.47,1771,37.71,30.5,0,NoFailure
2025-01-29 05:32:13,MCH-010,MediumDuty,22.21,40.89,1481,42.25,32.3,0,NoFailure
2025-01-29 11:14:19,MCH-010,MediumDuty,21.09,41.06,1356,50.95,33.3,0,NoFailure
2025-01-30 00:19:06,MCH-010,MediumDuty,22.28,34.97,1407,24.32,34.5,0,NoFailure
2025-01-30 11:29:37,MCH-010,MediumDuty,23.25,39.44,1258,39.69,37.9,0,NoFailure
2025-01-30 23:20:23,MCH-010,MediumDuty,22.23,38.83,1371,42.59,39.8,0,NoFailure
2025-01-31 07:53:07,MCH-010,MediumDuty,19.33,36.2,1214,41.61,42.1,0,NoFailure
2025-01-31 13:31:13,MCH-010,MediumDuty,19.88,33.93,1414,36.41,42.5,0,NoFailure
2025-01-31 19:48:21,MCH-010,MediumDuty,23.81,41.24,1460,45.59,43.6,0,NoFailure
2025-02-01 07:22:48,MCH-010,MediumDuty,19.44,34.11,1691,40.29,45.4,0,NoFailure
2025-02-01 12:57:25,MCH-010,MediumDuty,22.65,36.9,1364,39.39,45.6,0,NoFailure
2025-02-01 17:02:04,MCH-010,MediumDuty,23.04,33.86,1421,33.17,46.0,0,NoFailure
2025-02-02 02:04:37,MCH-010,MediumDuty,23.97,38.17,1654,41.01,46.4,0,NoFailure
2025-02-02 12:09:20,MCH-010,MediumDuty,21.3,38.68,1572,44.68,48.9,0,NoFailure
2025-02-02 21:38:48,MCH-010,MediumDuty,23.59,37.39,1429,39.04,50.6,0,NoFailure
2025-02-03 08:04:33,MCH-010,MediumDuty,21.9,36.37,1618,38.36,51.9,0,NoFailure
2025-02-03 13:48:10,MCH-010,MediumDuty,21.35,38.89,1442,45.13,52.8,0,NoFailure
2025-02-03 22:52:56,MCH-010,MediumDuty,25.18,42.67,1712,45.75,54.0,0,NoFailure
2025-02-04 14:09:26,MCH-010,MediumDuty,22.09,39.65,1459,44.35,56.6,0,NoFailure
2025-02-05 00:50:32,MCH-010,MediumDuty,21.77,36.15,1575,30.96,58.1,0,NoFailure
2025-02-05 15:23:09,MCH-010,MediumDuty,24.48,40.19,1506,48.26,60.7,0,NoFailure
2025-02-05 20:29:53,MCH-010,MediumDuty,23.87,42.52,1268,38.72,61.8,0,NoFailure
2025-02-06 04:48:09,MCH-010,MediumDuty,22.19,34.76,1603,35.43,62.6,0,NoFailure
2025-02-06 08:59:01,MCH-010,MediumDuty,20.68,32.31,1403,30.19,62.7,0,NoFailure
2025-02-06 20:54:27,MCH-010,MediumDuty,24.8,41.62,1258,47.54,65.0,0,NoFailure
2025-02-07 06:47:51,MCH-010,MediumDuty,22.37,38.74,1829,39.75,65.9,0,NoFailure
2025-02-07 12:02:23,MCH-010,MediumDuty,22.67,37.3,1357,39.94,66.4,0,NoFailure
2025-02-07 22:19:54,MCH-010,MediumDuty,22.4,33.84,1707,25.57,66.8,0,NoFailure
2025-02-08 03:26:21,MCH-010,MediumDuty,21.23,41.52,1208,48.59,67.2,0,NoFailure
2025-02-08 18:01:44,MCH-010,MediumDuty,23.95,38.68,1675,39.72,69.0,0,NoFailure
2025-02-09 06:29:49,MCH-010,MediumDuty,23.14,37.22,1642,32.13,71.4,0,NoFailure
2025-02-09 13:01:31,MCH-010,MediumDuty,20.88,35.69,1487,43.44,70.9,1,Overstrain
2025-02-09 22:37:14,MCH-010,MediumDuty,22.08,40.43,1274,51.21,10.8,0,NoFailure
2025-02-10 09:49:31,MCH-010,MediumDuty,20.09,34.13,1427,38.32,12.3,0,NoFailure
2025-02-10 22:56:43,MCH-010,MediumDuty,24.91,38.32,1571,29.55,14.7,0,NoFailure
2025-02-11 10:29:27,MCH-010,MediumDuty,21.18,35.02,1555,33.11,16.2,0,NoFailure
2025-02-11 16:22:39,MCH-010,MediumDuty,22.78,38.12,1606,34.27,17.4,0,NoFailure
2025-02-12 01:40:21,MCH-010,MediumDuty,22.25,36.22,1437,26.91,18.7,0,NoFailure
2025-02-12 08:14:25,MCH-010,MediumDuty,21.83,35.29,1643,35.35,19.9,0,NoFailure
2025-02-12 15:48:44,MCH-010,MediumDuty,21.56,37.58,1843,40.67,20.8,0,NoFailure
2025-02-13 00:20:00,MCH-010,MediumDuty,22.25,36.34,1411,35.4,21.8,0,NoFailure
2025-02-13 06:21:07,MCH-010,MediumDuty,19.26,33.65,1440,36.42,22.4,0,NoFailure
2025-02-13 20:29:48,MCH-010,MediumDuty,22.3,34.17,1550,23.99,23.3,0,NoFailure
2025-02-14 07:28:43,MCH-010,MediumDuty,20.37,35.16,1574,32.88,25.1,0,NoFailure
2025-02-14 14:21:26,MCH-010,MediumDuty,22.53,40.37,1264,53.33,26.6,0,NoFailure
2025-02-15 05:33:14,MCH-010,MediumDuty,20.25,40.71,1657,50.91,28.5,0,NoFailure
2025-02-15 16:21:03,MCH-010,MediumDuty,23.88,43.71,1328,51.61,31.6,0,NoFailure
2025-02-16 01:55:10,MCH-010,MediumDuty,21.79,40.95,1393,45.96,34.5,0,NoFailure
2025-02-16 09:09:20,MCH-010,MediumDuty,20.96,42.33,1207,51.0,36.3,0,NoFailure
2025-02-16 20:39:30,MCH-010,MediumDuty,23.35,34.69,1654,27.62,36.8,0,NoFailure
2025-02-17 11:40:41,MCH-010,MediumDuty,23.72,38.02,1557,29.65,39.1,0,NoFailure
2025-02-17 20:50:34,MCH-010,MediumDuty,21.98,40.95,1378,50.86,41.8,0,NoFailure
2025-02-18 12:15:09,MCH-010,MediumDuty,18.83,32.21,1452,33.05,45.1,0,NoFailure
2025-02-18 17:50:10,MCH-010,MediumDuty,23.6,39.73,1520,36.89,47.4,0,NoFailure
2025-02-18 23:47:57,MCH-010,MediumDuty,22.32,41.89,1211,50.86,48.7,0,NoFailure
2025-02-19 04:54:02,MCH-010,MediumDuty,19.07,35.67,1389,39.42,49.4,0,NoFailure
2025-02-19 14:52:27,MCH-010,MediumDuty,22.35,37.38,1313,36.97,49.9,0,NoFailure
2025-02-20 02:36:26,MCH-010,MediumDuty,23.3,39.87,1598,41.39,51.7,0,NoFailure
2025-02-20 09:14:51,MCH-010,MediumDuty,21.03,35.77,1449,40.04,52.7,0,NoFailure
2025-02-20 15:46:13,MCH-010,MediumDuty,22.67,35.29,1767,30.34,54.1,0,NoFailure
2025-02-20 21:11:54,MCH-010,MediumDuty,24.86,38.53,1815,30.2,55.0,0,NoFailure
2025-02-21 03:56:16,MCH-010,MediumDuty,20.92,35.7,1360,42.47,56.1,0,NoFailure
2025-02-21 18:56:10,MCH-010,MediumDuty,22.22,39.49,1386,40.62,58.8,0,NoFailure
2025-02-22 07:36:45,MCH-010,MediumDuty,20.61,37.96,1517,46.82,61.6,0,NoFailure
2025-02-22 17:51:46,MCH-010,MediumDuty,21.89,34.67,1674,33.14,63.5,0,NoFailure
2025-02-23 02:24:29,MCH-010,MediumDuty,22.94,36.69,1377,31.98,65.2,0,NoFailure
2025-02-23 17:23:22,MCH-010,MediumDuty,23.19,37.04,1674,33.64,67.4,0,NoFailure
2025-02-24 04:54:33,MCH-010,MediumDuty,20.48,35.12,1694,25.65,68.0,0,NoFailure
2025-02-24 09:23:35,MCH-010,MediumDuty,16.39,30.84,1392,32.08,68.7,0,NoFailure
2025-02-24 17:45:30,MCH-010,MediumDuty,21.83,38.59,1301,43.91,70.6,0,NoFailure
2025-02-25 01:57:26,MCH-010,MediumDuty,22.73,37.33,1569,35.16,71.9,0,NoFailure
2025-02-25 16:33:23,MCH-010,MediumDuty,21.05,34.84,1776,31.26,73.5,0,NoFailure
2025-02-26 05:32:02,MCH-010,MediumDuty,20.55,39.34,1481,47.27,76.6,0,NoFailure
2025-02-26 10:12:35,MCH-010,MediumDuty,21.61,38.15,1487,41.25,77.1,0,NoFailure
2025-02-26 22:55:06,MCH-010,MediumDuty,22.35,37.9,1743,34.37,78.6,1,Overheating
2025-02-27 12:47:28,MCH-010,MediumDuty,20.56,37.83,1462,44.56,23.1,0,NoFailure
2025-02-28 01:21:40,MCH-010,MediumDuty,22.85,40.31,1428,42.37,24.3,0,NoFailure
2025-02-28 16:02:29,MCH-010,MediumDuty,21.77,40.25,1378,45.78,27.4,0,NoFailure
2025-03-01 07:02:49,MCH-010,MediumDuty,19.48,35.37,1583,38.51,29.0,0,NoFailure
2025-03-01 19:47:43,MCH-010,MediumDuty,22.12,38.05,1335,40.77,31.2,0,NoFailure
2025-03-02 04:29:05,MCH-010,MediumDuty,20.93,40.2,1403,42.1,33.6,0,NoFailure
2025-03-02 13:38:07,MCH-010,MediumDuty,20.12,38.38,1158,52.53,36.2,1,Overstrain
2025-03-03 03:07:06,MCH-010,MediumDuty,20.64,37.74,1415,33.49,38.0,0,NoFailure
2025-03-03 12:07:19,MCH-010,MediumDuty,21.09,39.23,1361,44.38,39.9,0,NoFailure
2025-03-04 03:20:26,MCH-010,MediumDuty,21.08,39.31,1322,51.79,43.9,0,NoFailure
2025-03-04 10:51:38,MCH-010,MediumDuty,19.1,37.08,1599,40.26,45.0,0,NoFailure
2025-03-04 20:14:57,MCH-010,MediumDuty,21.99,37.62,1546,36.11,46.5,0,NoFailure
2025-03-05 11:32:03,MCH-010,MediumDuty,21.41,34.8,1486,31.5,48.3,0,NoFailure
2025-03-06 03:13:14,MCH-010,MediumDuty,21.47,38.41,1351,40.02,51.5,0,NoFailure
2025-03-06 18:19:57,MCH-010,MediumDuty,23.51,40.48,1312,43.98,54.1,0,NoFailure
2025-03-07 02:06:38,MCH-010,MediumDuty,21.36,39.16,1557,40.92,55.8,0,NoFailure
2025-03-07 17:42:47,MCH-010,MediumDuty,21.29,36.2,1451,37.53,58.7,0,NoFailure
2025-03-08 01:39:27,MCH-010,MediumDuty,21.81,37.12,1770,37.81,59.7,0,NoFailure
2025-03-08 09:55:32,MCH-010,MediumDuty,20.57,36.41,1451,40.42,61.3,0,NoFailure
2025-03-08 20:59:17,MCH-010,MediumDuty,24.07,37.32,1821,19.87,63.0,0,NoFailure
2025-03-09 02:25:17,MCH-010,MediumDuty,20.08,36.72,1401,49.41,64.6,1,Overstrain
2025-03-09 17:52:41,MCH-010,MediumDuty,22.99,41.41,1354,38.65,17.6,0,NoFailure
2025-03-10 00:54:35,MCH-010,MediumDuty,22.97,36.74,1554,31.75,18.5,0,NoFailure
2025-03-10 07:49:16,MCH-010,MediumDuty,20.66,34.55,1673,37.29,19.0,0,NoFailure
2025-03-10 14:15:31,MCH-010,MediumDuty,22.56,39.34,1339,48.77,19.4,0,NoFailure
2025-03-10 23:53:10,MCH-010,MediumDuty,21.59,34.64,1485,31.51,20.5,0,NoFailure
2025-03-11 04:33:11,MCH-010,MediumDuty,21.08,36.12,1549,30.98,20.2,0,NoFailure
2025-03-11 20:27:59,MCH-010,MediumDuty,23.22,41.89,1111,41.58,23.3,0,NoFailure
2025-03-12 11:53:53,MCH-010,MediumDuty,20.35,35.1,1371,44.06,26.6,0,NoFailure
2025-03-12 17:34:45,MCH-010,MediumDuty,21.59,36.92,1689,40.73,27.8,0,NoFailure
2025-03-13 07:44:12,MCH-010,MediumDuty,20.5,41.89,1170,59.26,30.9,0,NoFailure
2025-03-13 16:41:50,MCH-010,MediumDuty,21.54,35.44,1706,39.51,31.0,0,NoFailure
2025-03-14 02:57:52,MCH-010,MediumDuty,18.73,31.09,1741,36.84,32.7,0,NoFailure
2025-03-14 08:55:47,MCH-010,MediumDuty,19.76,32.37,1289,34.35,32.3,0,NoFailure
2025-03-14 17:01:25,MCH-010,MediumDuty,22.25,38.53,1546,39.46,33.1,0,NoFailure
2025-03-15 00:22:34,MCH-010,MediumDuty,19.6,37.55,1520,46.98,34.3,0,NoFailure
2025-03-15 13:03:40,MCH-010,MediumDuty,19.47,36.01,1713,38.85,36.5,0,NoFailure
2025-03-16 02:14:29,MCH-010,MediumDuty,21.6,39.68,1414,53.51,39.2,0,NoFailure
2025-03-16 12:38:19,MCH-010,MediumDuty,19.43,37.42,1743,42.0,41.6,0,NoFailure
2025-03-16 19:32:25,MCH-010,MediumDuty,23.65,38.37,1431,38.66,42.5,0,NoFailure
2025-03-17 01:43:34,MCH-010,MediumDuty,20.68,34.87,1623,37.81,43.2,0,NoFailure
2025-03-17 07:40:18,MCH-010,MediumDuty,18.89,33.14,1351,34.46,44.5,0,NoFailure
2025-03-17 12:50:12,MCH-010,MediumDuty,21.36,36.11,1620,33.26,45.0,0,NoFailure
2025-03-17 21:16:58,MCH-010,MediumDuty,20.91,36.16,1314,36.46,45.7,0,NoFailure
2025-03-18 06:41:59,MCH-010,MediumDuty,21.54,33.66,1490,31.16,46.5,0,NoFailure
2025-03-18 20:11:55,MCH-010,MediumDuty,21.13,35.15,1596,35.91,48.3,0,NoFailure
2025-03-19 08:15:26,MCH-010,MediumDuty,19.45,33.23,1699,32.5,48.9,0,NoFailure
2025-03-19 23:57:40,MCH-010,MediumDuty,22.97,37.68,1490,35.84,51.9,0,NoFailure
2025-03-20 10:29:55,MCH-010,MediumDuty,20.35,37.83,1385,41.73,54.8,0,NoFailure
2025-03-20 21:56:43,MCH-010,MediumDuty,21.82,35.37,1447,31.11,55.9,0,NoFailure
2025-03-21 04:34:47,MCH-010,MediumDuty,21.0,37.5,1311,42.24,58.2,0,NoFailure
2025-03-21 09:07:40,MCH-010,MediumDuty,20.15,38.65,1552,45.97,59.8,0,NoFailure
2025-03-21 14:12:38,MCH-010,MediumDuty,22.54,35.84,1459,30.6,59.9,0,NoFailure
2025-03-22 05:23:55,MCH-010,MediumDuty,20.53,37.2,1555,35.3,62.4,0,NoFailure
2025-03-22 19:24:51,MCH-010,MediumDuty,23.13,41.39,1238,51.63,64.7,0,NoFailure
2025-03-23 08:14:34,MCH-010,MediumDuty,21.85,38.36,1589,41.16,66.9,0,NoFailure
2025-03-23 14:44:02,MCH-010,MediumDuty,21.29,34.12,1406,25.38,67.5,0,NoFailure
2025-03-23 21:56:51,MCH-010,MediumDuty,21.61,35.93,1526,34.73,67.9,0,NoFailure
2025-03-24 12:56:37,MCH-010,MediumDuty,22.21,42.66,1331,53.91,71.3,0,NoFailure
2025-03-25 01:22:12,MCH-010,MediumDuty,22.26,35.42,1345,32.69,72.7,0,NoFailure
2025-03-25 08:11:43,MCH-010,MediumDuty,20.82,37.81,1335,49.18,74.2,0,NoFailure
2025-03-25 16:19:33,MCH-010,MediumDuty,23.01,41.19,1461,47.77,76.1,0,NoFailure
2025-03-26 01:52:29,MCH-010,MediumDuty,19.98,39.61,1518,50.33,78.5,0,NoFailure
2025-03-26 13:41:12,MCH-010,MediumDuty,21.5,37.72,1644,36.37,80.6,0,NoFailure
2025-03-26 22:53:16,MCH-010,MediumDuty,21.57,35.5,1513,35.0,82.5,0,NoFailure
2025-03-27 14:24:02,MCH-010,MediumDuty,19.93,34.67,1198,35.61,85.3,0,NoFailure
2025-03-27 21:52:49,MCH-010,MediumDuty,21.32,39.71,1330,43.82,85.9,0,NoFailure
2025-03-28 13:06:26,MCH-010,MediumDuty,19.2,32.89,1515,30.88,87.0,0,NoFailure
2025-03-28 18:25:29,MCH-010,MediumDuty,21.67,34.96,1684,30.74,88.2,0,NoFailure
2025-03-29 00:40:59,MCH-010,MediumDuty,20.99,35.96,1967,32.9,89.3,0,NoFailure
2025-03-29 10:04:18,MCH-010,MediumDuty,20.31,39.25,1324,42.31,90.6,0,NoFailure
2025-03-29 16:19:16,MCH-010,MediumDuty,20.74,33.58,1693,24.62,91.4,0,NoFailure
2025-03-30 02:59:01,MCH-010,MediumDuty,20.58,38.76,1329,53.43,94.0,1,Overstrain
2025-03-30 09:07:20,MCH-010,MediumDuty,20.48,36.87,1423,40.02,7.9,0,NoFailure
2025-03-30 23:19:05,MCH-010,MediumDuty,22.2,41.58,1501,48.12,11.2,0,NoFailure
2025-03-31 06:28:31,MCH-010,MediumDuty,20.5,36.4,1422,44.15,12.5,0,NoFailure
2025-03-31 18:54:29,MCH-010,MediumDuty,23.28,38.01,1745,30.1,14.0,0,NoFailure
2025-04-01 02:15:40,MCH-010,MediumDuty,21.65,36.67,1565,39.11,15.2,0,NoFailure
2025-04-01 16:16:59,MCH-010,MediumDuty,22.0,39.32,1235,51.16,18.0,0,NoFailure
2025-04-02 03:24:40,MCH-010,MediumDuty,20.41,32.02,1632,25.27,19.7,0,NoFailure
2025-04-02 09:13:10,MCH-010,MediumDuty,20.53,34.01,1597,30.41,20.2,0,NoFailure
2025-04-02 14:56:00,MCH-010,MediumDuty,22.11,40.41,1468,50.96,21.2,0,NoFailure
2025-04-02 22:49:53,MCH-010,MediumDuty,21.96,39.06,1303,44.34,23.0,1,SpeedAnomaly
2025-04-03 13:39:35,MCH-010,MediumDuty,20.67,35.34,1559,35.5,25.5,0,NoFailure
2025-04-03 23:38:44,MCH-010,MediumDuty,21.96,37.52,1653,38.87,26.7,0,NoFailure
2025-04-04 11:54:30,MCH-010,MediumDuty,20.19,34.41,1673,35.88,29.2,0,NoFailure
2025-04-04 17:59:05,MCH-010,MediumDuty,21.05,39.88,1410,45.77,31.1,0,NoFailure
2025-04-05 03:19:41,MCH-010,MediumDuty,20.75,38.93,1517,43.42,32.9,0,NoFailure
2025-04-05 11:15:22,MCH-010,MediumDuty,22.71,36.76,1508,36.29,34.3,0,NoFailure
2025-04-05 22:37:56,MCH-010,MediumDuty,21.97,36.5,1675,34.5,35.7,0,NoFailure
2025-04-06 13:00:04,MCH-010,MediumDuty,21.32,34.87,1599,31.56,37.9,0,NoFailure
2025-04-07 00:22:46,MCH-010,MediumDuty,21.51,39.37,1304,48.08,38.8,0,NoFailure
2025-04-07 05:08:01,MCH-010,MediumDuty,19.55,32.98,1782,27.95,39.8,0,NoFailure
2025-04-07 12:16:04,MCH-010,MediumDuty,22.17,41.99,1301,47.07,41.9,0,NoFailure
2025-04-07 23:31:03,MCH-010,MediumDuty,21.78,38.78,1414,40.99,44.2,0,NoFailure
2025-04-08 10:06:08,MCH-010,MediumDuty,20.33,34.5,1518,29.09,45.5,0,NoFailure
2025-04-09 01:50:19,MCH-010,MediumDuty,19.21,36.17,1419,47.72,48.3,0,NoFailure
2025-04-09 09:43:17,MCH-010,MediumDuty,18.52,37.5,1427,48.72,49.4,0,NoFailure
2025-04-09 21:34:08,MCH-010,MediumDuty,22.44,38.51,1678,37.79,51.3,0,NoFailure
2025-04-10 05:09:19,MCH-010,MediumDuty,19.66,35.83,1332,38.78,53.2,0,NoFailure
2025-04-10 09:12:39,MCH-010,MediumDuty,21.24,38.12,1741,46.74,53.9,0,NoFailure
2025-04-10 18:54:16,MCH-010,MediumDuty,22.78,38.39,1260,46.22,54.4,0,NoFailure
2025-04-11 09:03:14,MCH-010,MediumDuty,21.74,37.6,1606,40.8,57.0,0,NoFailure
2025-04-11 17:45:29,MCH-010,MediumDuty,23.66,40.76,1516,43.09,59.0,0,NoFailure
2025-04-12 06:48:36,MCH-010,MediumDuty,20.38,33.54,1778,24.62,61.6,0,NoFailure
2025-04-12 21:38:21,MCH-010,MediumDuty,22.34,40.74,1345,50.47,65.4,0,NoFailure
2025-04-13 09:11:43,MCH-010,MediumDuty,20.44,37.09,1653,34.51,66.7,0,NoFailure
2025-04-13 22:01:08,MCH-010,MediumDuty,22.92,38.05,1382,36.21,69.0,0,NoFailure
2025-04-14 04:06:28,MCH-010,MediumDuty,20.36,32.89,1527,23.85,69.6,0,NoFailure
2025-04-14 14:40:25,MCH-010,MediumDuty,19.67,33.84,1620,38.07,71.6,0,NoFailure
2025-04-14 23:28:12,MCH-010,MediumDuty,25.38,42.13,1469,43.71,72.8,0,NoFailure
2025-04-15 04:02:18,MCH-010,MediumDuty,19.47,32.36,1519,27.79,73.0,0,NoFailure
2025-04-15 09:49:30,MCH-010,MediumDuty,20.14,37.04,1564,37.33,74.3,0,NoFailure
2025-04-15 22:58:29,MCH-010,MediumDuty,22.17,38.37,1543,42.89,77.0,0,NoFailure
2025-04-16 07:31:17,MCH-010,MediumDuty,21.45,35.37,1479,33.47,78.0,0,NoFailure
2025-04-16 16:16:43,MCH-010,MediumDuty,23.03,41.48,1242,50.82,80.8,0,NoFailure
2025-04-17 04:49:18,MCH-010,MediumDuty,21.88,35.92,1632,34.86,81.8,0,NoFailure
2025-04-17 13:19:42,MCH-010,MediumDuty,22.17,35.87,1458,38.77,82.2,0,NoFailure
2025-04-18 05:18:47,MCH-010,MediumDuty,20.06,33.99,1455,36.67,84.0,0,NoFailure
2025-04-18 15:11:28,MCH-010,MediumDuty,20.43,39.21,1321,54.57,86.0,0,NoFailure
2025-04-18 21:34:12,MCH-010,MediumDuty,23.62,42.76,1463,50.37,87.6,0,NoFailure
2025-04-19 12:50:45,MCH-010,MediumDuty,20.05,35.43,1361,37.31,90.4,0,NoFailure
2025-04-20 03:29:59,MCH-010,MediumDuty,18.61,35.44,1816,34.38,92.2,0,NoFailure
2025-04-20 13:58:20,MCH-010,MediumDuty,21.26,38.6,1546,48.75,95.9,0,NoFailure
